+1 1:-0.14718866 2:1.8982329 3:0.47416496 4:5.49 
+1 1:0.21204662 2:5.1545873 3:1.1240706 4:5.49 
+1 1:0.6082082 2:-0.72664833 3:-0.45777273 4:5.49 
+1 1:-0.9229326 2:-6.63666 3:-2.9532566 4:5.49 
+1 1:-4.244291 2:6.3430977 3:4.2649307 4:5.49 
+1 1:2.3444462 2:-1.7986774 3:-3.3958707 4:5.49 
+1 1:-2.2861423 2:-2.1055193 3:1.2640996 4:5.49 
+1 1:1.4439731 2:-3.0110564 3:-1.7745328 4:5.49 
+1 1:-3.0335848 2:-1.961173 3:2.912549 4:5.49 
+1 1:3.2450466 2:4.245873 3:-1.9864945 4:5.49 
+1 1:0.89293575 2:2.3492644 3:-1.2078319 4:5.49 
+1 1:-2.0338175 2:-2.167881 3:-0.0035247803 4:5.49 
+1 1:-0.8752403 2:2.6670377 3:0.22030783 4:5.49 
+1 1:1.1267905 2:6.4055185 3:0.6239462 4:5.49 
+1 1:-2.6334336 2:10.001544 3:1.8586626 4:5.49 
+1 1:-1.1383767 2:8.126263 3:6.5290513 4:5.49 
+1 1:0.77716064 2:3.1894476 3:0.34615517 4:5.49 
+1 1:0.5974803 2:1.3279967 3:0.82714415 4:5.49 
+1 1:0.72542286 2:-2.6227074 3:-2.1674166 4:5.49 
+1 1:1.973043 2:-1.1629248 3:-3.550047 4:5.49 
+1 1:0.68750334 2:4.361759 3:-0.27582455 4:5.49 
+1 1:-4.0037374 2:-5.801938 3:6.4327674 4:5.49 
+1 1:-4.122826 2:-4.6655164 3:4.231016 4:5.49 
+1 1:3.9219522 2:1.2518764 3:0.7088909 4:5.49 
+1 1:1.9937625 2:-3.0189667 3:-4.075616 4:5.49 
+1 1:-0.9201448 2:-3.1284351 3:5.02016 4:5.49 
+1 1:1.7512772 2:8.103178 3:2.3481526 4:5.49 
+1 1:1.2171047 2:1.5488534 3:0.34997034 4:5.49 
+1 1:2.6738627 2:5.538769 3:-4.6503468 4:5.49 
+1 1:3.6357589 2:6.825307 3:-3.2541177 4:5.49 
+1 1:1.0699906 2:8.225847 3:-2.458154 4:5.49 
+1 1:0.74118185 2:7.9135404 3:0.044148922 4:5.49 
+1 1:-10.568473 2:10.390236 3:14.0127325 4:5.49 
+1 1:-7.9211216 2:6.896442 3:6.8112454 4:5.49 
+1 1:-8.575106 2:5.995249 3:4.9725313 4:5.49 
+1 1:-6.86477 2:5.5392847 3:0.9611521 4:2.03 
+1 1:-4.7971125 2:4.542263 3:1.2390022 4:2.03 
+1 1:-3.372522 2:3.3709898 3:0.98635006 4:2.03 
+1 1:-0.5999236 2:3.3936896 3:-0.80911064 4:2.03 
+1 1:1.1963556 2:2.7388663 3:-1.2384377 4:2.03 
+1 1:0.8927102 2:2.43249 3:-1.0912409 4:1.84 
+1 1:-0.085675 2:4.6003532 3:0.57735634 4:1.84 
+1 1:2.5050294 2:0.8486018 3:-0.89690304 4:1.84 
-1 1:-2.638237 2:2.287843 3:-1.665606 4:1.84 
-1 1:-4.303917 2:-3.1120903 3:2.3549032 4:0.0 
-1 1:-3.1572251 2:-2.6160824 3:1.4142561 4:0.0 
+1 1:-1.8242844 2:-2.2264977 3:1.4586048 4:0.0 
+1 1:-6.2071676 2:5.9979877 3:-6.089116 4:0.0 
+1 1:-2.78214 2:-0.72491217 3:-0.10897827 4:0.0 
+1 1:-0.6303409 2:0.56627274 3:0.52706146 4:0.0 
+1 1:-1.2597038 2:0.91641474 3:2.563734 4:0.0 
+1 1:-3.3086717 2:3.3967175 3:-7.04501 4:0.0 
+1 1:-7.011546 2:-15.876005 3:-8.684841 4:0.0 
+1 1:3.6765862 2:-9.92211 3:-6.6723413 4:0.0 
+1 1:9.228393 2:-7.0283837 3:-11.095499 4:0.0 
+1 1:10.231477 2:0.34802294 3:-14.981949 4:0.0 
+1 1:4.062128 2:1.3600364 3:-8.604294 4:0.0 
+1 1:9.740241 2:3.9829385 3:-6.665481 4:0.0 
+1 1:5.4192142 2:2.9761066 3:-3.3449383 4:0.0 
+1 1:4.4090133 2:3.5274763 3:-4.0830154 4:0.0 
+1 1:-1.626092 2:-1.1362982 3:-1.2637706 4:0.0 
+1 1:3.1129804 2:5.749649 3:-1.1094561 4:0.0 
+1 1:0.65498304 2:-2.2579956 3:-2.1230884 4:0.0 
+1 1:5.4819565 2:6.5772715 3:4.1486254 4:0.0 
+1 1:0.7285541 2:0.050430775 3:0.47949505 4:0.0 
+1 1:-3.569199 2:-0.64096785 3:-0.95773506 4:0.0 
+1 1:-0.38614222 2:1.9066923 3:0.69535255 4:0.0 
+1 1:-3.4763634 2:-1.8393812 3:0.24825573 4:0.0 
+1 1:-2.1333828 2:-5.4289293 3:0.14622116 4:0.0 
+1 1:1.6787128 2:-2.3460464 3:-1.9961729 4:0.0 
+1 1:3.671607 2:2.3786843 3:2.7157493 4:0.0 
+1 1:0.29295468 2:1.9662344 3:2.2999554 4:0.0 
+1 1:-0.13204819 2:-1.1522002 3:0.1642561 4:0.0 
+1 1:-2.9297378 2:-1.771852 3:-0.5898199 4:0.0 
+1 1:13.622488 2:-6.229141 3:-3.0071735 4:0.0 
+1 1:0.8992193 2:-0.33491135 3:1.8301139 4:0.0 
+1 1:0.22729297 2:-0.7189188 3:-1.7324123 4:0.0 
+1 1:3.0785568 2:-0.2608223 3:-0.46297932 4:0.0 
+1 1:1.0009642 2:0.56886053 3:-2.0468755 4:0.0 
+1 1:-3.5220566 2:-1.4888897 3:-1.095748 4:0.0 
+1 1:-3.7981951 2:1.3162136 3:1.5651975 4:0.0 
+1 1:-6.724189 2:0.83311987 3:0.2549038 4:0.0 
+1 1:1.5635909 2:1.8898754 3:-0.7298174 4:0.0 
+1 1:3.193748 2:-0.5872836 3:-0.16450596 4:0.0 
+1 1:-6.097459 2:-3.165454 3:1.3613815 4:0.0 
+1 1:3.279599 2:0.92431736 3:-1.3531275 4:0.0 
+1 1:1.3993998 2:-3.5974064 3:-0.9107423 4:0.0 
+1 1:-0.4024799 2:-5.0672593 3:-0.9565048 4:0.0 
+1 1:-1.2194672 2:-2.8250418 3:-3.115995 4:0.0 
+1 1:0.5132076 2:2.7375937 3:1.6178498 4:0.0 
+1 1:1.9982228 2:-1.9533787 3:-6.611645 4:0.0 
+1 1:-3.6869235 2:-3.1296644 3:-2.597621 4:0.0 
+1 1:1.9675305 2:0.959754 3:-0.49325466 4:0.0 
+1 1:1.140574 2:-0.48145628 3:-1.6829658 4:0.0 
+1 1:-0.27232873 2:-0.052161694 3:-0.37310028 4:0.0 
+1 1:0.32373285 2:-1.144155 3:-3.1717262 4:0.0 
+1 1:1.1857038 2:0.37941647 3:-1.3471494 4:0.0 
+1 1:-4.252014 2:-1.1780977 3:-1.577569 4:0.0 
+1 1:-1.8682392 2:-2.0441666 3:-0.93960047 4:0.0 
+1 1:1.7063675 2:5.2370696 3:2.0633936 4:0.0 
+1 1:2.0555139 2:3.049166 3:0.39643812 4:0.0 
+1 1:0.31756926 2:-4.444822 3:-6.0138955 4:0.0 
+1 1:0.8843788 2:6.1097684 3:2.3978124 4:0.0 
+1 1:0.84949994 2:6.367611 3:5.7314873 4:0.0 
+1 1:2.9092793 2:4.3004303 3:4.101182 4:0.0 
+1 1:-3.0233688 2:2.0667922 3:1.4728155 4:0.0 
+1 1:0.5192753 2:4.780852 3:3.532062 4:0.0 
+1 1:3.475057 2:3.0631623 3:-0.40760946 4:0.0 
+1 1:3.6957195 2:6.352857 3:4.7579956 4:0.0 
+1 1:1.283422 2:3.126988 3:1.8924346 4:0.0 
+1 1:0.34774208 2:-2.3568368 3:-0.51436806 4:0.0 
+1 1:2.307845 2:-0.5915704 3:-1.145534 4:0.0 
+1 1:-0.5270739 2:-1.8608108 3:-0.70936203 4:0.0 
+1 1:3.364665 2:4.468201 3:2.909319 4:0.0 
+1 1:1.7733103 2:0.89542866 3:-1.7901077 4:0.0 
+1 1:-1.375335 2:2.8984287 3:2.3762612 4:0.0 
+1 1:0.30834258 2:4.191965 3:3.233499 4:0.0 
+1 1:0.5662973 2:2.4981787 3:-0.99671316 4:0.0 
+1 1:2.144603 2:2.6962264 3:4.2254252 4:0.0 
+1 1:-1.8970492 2:-3.118775 3:-2.5075684 4:0.0 
+1 1:-1.6539366 2:-2.6637454 3:-2.426927 4:0.0 
+1 1:1.2200694 2:4.7661242 3:-0.1134181 4:0.0 
+1 1:-1.4770567 2:-0.2548232 3:-1.275837 4:0.0 
+1 1:2.5873287 2:-1.1027699 3:-1.0473223 4:0.0 
+1 1:-2.4164913 2:-1.4077883 3:-0.22615004 4:0.0 
+1 1:-0.6511781 2:-0.12617207 3:-0.08857727 4:0.0 
+1 1:-2.3096025 2:0.7329068 3:3.1203685 4:0.0 
+1 1:-1.199064 2:-3.6335053 3:-3.5456176 4:0.0 
+1 1:2.5700464 2:4.910245 3:2.5624619 4:0.0 
+1 1:2.934865 2:5.8422527 3:4.6907616 4:0.0 
+1 1:-0.5642023 2:2.568171 3:1.2553263 4:0.0 
+1 1:2.0383158 2:2.9439616 3:0.9929905 4:0.0 
+1 1:1.2543813 2:-0.30264425 3:0.67029715 4:0.0 
+1 1:2.4662611 2:-0.7766485 3:0.0019345284 4:0.0 
+1 1:-1.2864413 2:-1.2764769 3:0.064118385 4:0.0 
+1 1:-7.9292054 2:1.1841316 3:4.7134037 4:0.0 
+1 1:-8.195356 2:3.6712048 3:1.1494098 4:0.0 
+1 1:8.92551 2:2.851057 3:-5.1359143 4:0.0 
+1 1:3.5204747 2:2.073461 3:-0.40655184 4:0.0 
+1 1:1.6673614 2:-0.17096567 3:1.8976908 4:0.0 
+1 1:1.2393582 2:2.7260947 3:-0.9215355 4:0.0 
+1 1:2.1483793 2:-2.0258079 3:-0.1295948 4:0.0 
+1 1:1.7232897 2:-0.73308134 3:0.34703207 4:0.0 
+1 1:-0.21709216 2:-0.47191143 3:-0.85538673 4:0.0 
+1 1:-2.1182766 2:-1.6460629 3:-1.233552 4:0.0 
+1 1:-3.2142434 2:-1.664917 3:-0.980567 4:0.0 
+1 1:1.8648676 2:2.4013877 3:2.107666 4:0.0 
+1 1:-2.4973054 2:-1.9260674 3:-0.5993166 4:0.0 
+1 1:-2.639527 2:-2.564664 3:-0.36693573 4:0.0 
+1 1:2.2563586 2:-0.7423773 3:0.76846933 4:0.0 
+1 1:-0.11892089 2:2.5868034 3:1.3386316 4:0.0 
+1 1:-6.636238 2:0.40693903 3:-1.5383892 4:0.0 
+1 1:-6.040166 2:-3.4851084 3:-2.8116035 4:0.0 
+1 1:2.2237954 2:6.8259373 3:-4.7627935 4:0.0 
+1 1:-3.3044815 2:-1.1140075 3:-2.3564854 4:0.0 
+1 1:-0.5587827 2:0.8675294 3:-0.37359238 4:0.0 
+1 1:2.6184628 2:-0.88566446 3:-0.46934795 4:0.0 
+1 1:-4.2906637 2:0.27317905 3:2.9716277 4:0.0 
+1 1:-2.7021248 2:-0.05492878 3:-1.3421583 4:0.0 
+1 1:-2.666772 2:-0.39246893 3:0.3474722 4:0.0 
+1 1:-6.240836 2:6.215617 3:14.451723 4:0.0 
+1 1:5.0332775 2:6.037479 3:14.502171 4:0.0 
+1 1:10.71013 2:4.349144 3:8.234761 4:0.0 
+1 1:9.875323 2:3.6648793 3:7.526826 4:2.03 
+1 1:7.324121 2:1.9232074 3:2.5910194 4:2.03 
+1 1:8.023009 2:1.4184222 3:2.631392 4:2.03 
-1 1:-0.8812212 2:1.442184 3:-0.47945595 4:1.37 
-1 1:-0.1660155 2:0.14491844 3:-0.28293562 4:1.37 
-1 1:0.039209247 2:-0.031322002 3:0.264781 4:1.37 
-1 1:-0.29620254 2:-0.27847958 3:-0.016995907 4:1.37 
-1 1:-0.13252711 2:-0.021319866 3:0.08454704 4:1.37 
-1 1:-0.32445562 2:0.36964273 3:1.7720942 4:1.37 
-1 1:-0.03554201 2:9.2983246E-5 3:-0.34923792 4:1.37 
-1 1:-0.18834579 2:0.12420416 3:0.3299837 4:1.37 
-1 1:0.044579625 2:0.012216091 3:-0.12453747 4:1.37 
-1 1:0.06400752 2:0.062499523 3:0.37411356 4:1.37 
-1 1:0.0013362169 2:0.15550661 3:0.32355547 4:1.37 
-1 1:-0.044833064 2:0.111690044 3:0.026610851 4:1.37 
-1 1:-0.0872699 2:0.01736784 3:0.13356972 4:1.37 
-1 1:0.30796123 2:-1.1729441 3:1.1290827 4:1.37 
-1 1:-0.038858056 2:0.2302885 3:-0.7631345 4:1.37 
-1 1:0.06899178 2:0.36012745 3:-0.19446659 4:1.37 
-1 1:-0.12110734 2:0.7052665 3:-0.94503546 4:1.37 
-1 1:0.9021938 2:-0.8845773 3:0.6551328 4:1.37 
-1 1:1.8218381 2:-0.90185547 3:0.39153194 4:1.37 
-1 1:0.028349519 2:1.2642684 3:0.89092684 4:1.37 
-1 1:24.424623 2:-10.144407 3:-2.722999 4:1.37 
-1 1:11.147091 2:-12.551739 3:-10.254562 4:1.37 
-1 1:7.1718884 2:-10.1989765 3:-8.829205 4:1.37 
-1 1:5.9237885 2:-10.965836 3:-3.7565937 4:1.37 
-1 1:-1.1679053 2:-7.604763 3:-6.2890415 4:1.37 
-1 1:-6.015066 2:-3.2660291 3:-3.1941247 4:1.37 
-1 1:0.38038063 2:-6.1197844 3:-2.1408443 4:1.37 
-1 1:4.445776 2:-2.5982747 3:0.17706966 4:1.37 
-1 1:6.8349476 2:0.1976881 3:-0.4219811 4:1.37 
-1 1:6.6613436 2:2.7494667 3:-0.38378417 4:1.37 
-1 1:5.2211895 2:-2.7835517 3:-2.4998174 4:1.37 
-1 1:-1.8162746 2:0.30994844 3:-0.50453496 4:1.37 
-1 1:-2.6538134 2:-0.775054 3:-2.4335258 4:1.37 
-1 1:-1.7096872 2:-1.687882 3:-0.033997655 4:1.37 
-1 1:3.708085 2:-5.1909404 3:1.515477 4:1.37 
-1 1:4.4035234 2:1.8917155 3:-0.9574912 4:1.37 
-1 1:2.4649372 2:2.3037462 3:0.5610926 4:1.37 
-1 1:5.8472204 2:-0.95896626 3:-1.5233982 4:1.37 
-1 1:1.1816902 2:-3.2450209 3:1.2769905 4:1.37 
-1 1:0.9484358 2:-2.8973203 3:-3.9575996 4:1.37 
-1 1:-9.195891 2:-0.81901026 3:-0.60646343 4:1.37 
-1 1:-1.3387046 2:-3.0739522 3:-3.7736094 4:1.37 
-1 1:7.0515203 2:-4.923934 3:3.015764 4:1.37 
-1 1:10.943239 2:0.7665045 3:1.138401 4:1.37 
-1 1:-10.239919 2:12.348633 3:5.142378 4:1.37 
-1 1:-4.8234334 2:5.7299623 3:0.4549756 4:1.37 
-1 1:-7.1801558 2:-9.389708 3:-9.185058 4:1.37 
-1 1:3.716484 2:-5.598727 3:-0.53611374 4:1.37 
-1 1:-3.9276667 2:-2.3313053 3:-3.2389941 4:1.37 
-1 1:-5.226789 2:-2.527904 3:-1.6714307 4:1.37 
-1 1:4.169224 2:-7.6078153 3:0.54390967 4:1.37 
-1 1:5.474098 2:0.36176252 3:-1.6612617 4:1.37 
-1 1:4.254097 2:1.3872921 3:-0.95317876 4:1.37 
-1 1:-7.861469 2:9.532009 3:4.477946 4:1.37 
-1 1:-9.818464 2:8.27614 3:-1.284183 4:1.37 
-1 1:-8.066088 2:8.587768 3:1.1688647 4:1.37 
-1 1:-7.588831 2:4.681121 3:-2.0812964 4:1.37 
-1 1:-7.4878473 2:3.6594932 3:-2.96843 4:1.37 
-1 1:-5.888176 2:5.572627 3:-0.9963975 4:1.37 
-1 1:-3.2774327 2:2.125811 3:-2.656959 4:1.37 
-1 1:-1.4570419 2:0.12815046 3:-3.6664226 4:1.37 
-1 1:-0.46897513 2:2.3060188 3:-3.5202549 4:1.37 
-1 1:-1.3535751 2:0.9318466 3:-2.0869823 4:1.37 
-1 1:-1.8828554 2:-0.6929846 3:-2.8253694 4:1.37 
